Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_peak_season,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Vistara,24/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403,2019-04-24,09:45:00,12:35:00,0,170,0,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,24,17,2,1,1,1,2,1,0,0,1,Banglore_Delhi,1265,1,6,0,1,603.0536771836476,0.0994936309487559,1,0
Air India,6/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625,2019-05-06,13:55:00,15:25:00,0,90,0,1,0,1752,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,25,1,0,415.3135168575457,0.14446917223881314,0,0
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No info,10861,2019-05-21,05:55:00,19:15:00,0,800,0,1,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,0,3,0,0,2,0,Delhi_Cochin,4537,0,10,0,1,153.59115820939846,0.39064748713073066,1,0
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297,2019-03-12,13:20:00,15:35:00,0,135,0,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,2,2,0,0,0,1,Chennai_Kolkata,381,1,19,0,0,615.6437445724066,0.09745896150000323,1,0
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,5678,2019-06-01,07:05:00,08:30:00,0,85,1,1,0,3849,0,0,BOM,HYD,622.9702752863186,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,29,1,0,439.743723731519,0.13644310711443464,0,0
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,08:15 13 Mar,26h 30m,1 stop,In-flight meal not included,9134,2019-03-09,05:45:00,08:15:00,0,1590,1,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,1,0,0,1,0,Banglore_New Delhi,932,0,22,1,0,64.47743718315728,0.9305580776971876,1,0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,In-flight meal not included,10791,2019-06-24,11:40:00,19:00:00,0,440,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,6,0,1,279.25665128981535,0.21485611792190187,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 25 Jun,13h 30m,2 stops,No info,12819,2019-06-24,23:05:00,12:35:00,0,810,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,3,2,0,1,2,0,Delhi_Cochin,4537,0,6,0,1,151.69497107101083,0.3955305807198648,1,0
IndiGo,21/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,6893,2019-03-21,05:05:00,10:05:00,0,300,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,1,0,0,1,0,Delhi_Cochin,4537,0,10,0,1,409.5764218917292,0.146492807674024,1,0
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,7240,2019-03-09,09:50:00,12:35:00,0,165,1,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,1,2,1,0,0,1,Banglore_New Delhi,932,0,22,1,0,621.3280310376974,0.09656734768555719,1,0
GoAir,3/04/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898,2019-04-03,11:40:00,14:30:00,0,170,0,1,0,194,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,1,2,1,0,0,1,Banglore_Delhi,1265,1,27,1,0,603.0536771836476,0.0994936309487559,1,0
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,2019-04-03,06:25:00,07:55:00,0,90,0,1,0,2053,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,27,1,0,415.3135168575457,0.14446917223881314,0,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 16 Jun,19h 5m,1 stop,In-flight meal not included,10262,2019-06-15,17:30:00,12:35:00,0,1145,1,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,2,2,0,0,1,0,Delhi_Cochin,4537,0,15,0,0,107.31259962228712,0.5591142159558583,1,0
SpiceJet,21/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3332,2019-03-21,08:20:00,10:35:00,0,135,0,1,0,818,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,1,1,0,0,1,Chennai_Kolkata,381,1,10,0,1,615.6437445724066,0.09745896150000323,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 10 Jun,14h 50m,1 stop,In-flight meal not included,10844,2019-06-09,21:10:00,12:00:00,0,890,1,0,1,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,2,0,1,1,0,Kolkata_Banglore,2871,1,21,1,0,104.25419933577979,0.5755163857405228,1,0
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,7229,2019-03-24,19:55:00,22:35:00,0,160,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,3,3,0,1,0,1,Banglore_New Delhi,932,0,7,0,1,640.7445320076254,0.09364106442235849,1,0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 07 May,22h 10m,1 stop,No info,13941,2019-05-06,06:30:00,04:40:00,0,1330,0,0,1,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,1,0,1,0,1,0,Kolkata_Banglore,2871,1,25,1,0,69.76408827732634,0.8600413404886464,1,0
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,5894,2019-06-27,11:25:00,21:00:00,0,575,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,3,0,1,213.69204620438046,0.28077788137521265,1,0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,10197,2019-05-18,09:00:00,19:00:00,0,600,1,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,13,0,0,204.7882109458646,0.292985615348048,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 07 Mar,21h 20m,1 stop,In-flight meal not included,13712,2019-03-06,14:05:00,11:25:00,0,1280,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,2,1,0,0,1,0,Banglore_New Delhi,932,0,25,1,0,80.09306650095317,0.7491285153788679,1,0
IndiGo,24/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636,2019-06-24,02:00:00,07:25:00,0,325,0,1,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,0,1,0,0,1,0,Delhi_Cochin,4537,0,6,0,1,378.07054328467314,0.15870054164685934,1,0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 07 Jun,18h 45m,2 stops,No info,13014,2019-06-06,09:40:00,04:25:00,0,1125,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,1,0,2,0,Delhi_Cochin,4537,0,24,1,0,109.22037917112779,0.54934802877759,1,0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,7064,2019-04-01,08:25:00,20:45:00,0,740,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,1,3,1,0,1,0,Kolkata_Banglore,2871,1,29,1,0,125.38680730924868,0.47851924207638974,1,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 25 May,18h,1 stop,In-flight meal not included,10703,2019-05-24,20:25:00,14:25:00,0,1080,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,3,2,0,1,1,0,Kolkata_Banglore,2871,1,7,0,1,85.91318278596668,0.698379434381758,1,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,9646,2019-05-27,13:15:00,22:30:00,0,555,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,4,0,1,221.3926604820158,0.2710116941969444,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,13:20,11h 5m,1 stop,No info,17057,2019-03-06,02:15:00,13:20:00,0,665,0,1,1,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,2,0,0,1,0,Delhi_Cochin,4537,0,25,1,0,184.77131814664477,0.32472572367741986,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 13 Mar,17h 30m,1 stop,No info,13817,2019-03-12,16:55:00,10:25:00,0,1050,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,2,1,0,0,1,0,Banglore_New Delhi,932,0,19,0,0,97.63726202020959,0.6145194852717276,1,0
Air India,6/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No info,13748,2019-03-06,05:55:00,19:15:00,0,800,0,1,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,3,0,0,2,0,Delhi_Cochin,4537,0,25,1,0,153.59115820939846,0.39064748713073066,1,0
Air India,21/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4880,2019-04-21,20:45:00,23:20:00,0,155,1,1,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,21,16,2,1,1,3,3,0,1,0,1,Kolkata_Banglore,2871,1,9,0,1,598.6208865086711,0.10023038178627082,1,0
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,2019-06-21,05:15:00,07:40:00,0,145,0,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,6,21,25,2,1,0,0,1,0,0,0,1,Chennai_Kolkata,381,1,9,0,1,573.1855552915509,0.1046781438333368,1,0
SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257,2019-05-15,05:55:00,08:35:00,0,160,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,0,1,0,0,0,1,Banglore_Delhi,1265,1,16,0,0,640.7445320076254,0.09364106442235849,1,0
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478,2019-06-03,19:50:00,22:50:00,0,180,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,27,1,0,569.5506951178893,0.10534619747515331,1,0
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040,2019-06-18,07:05:00,08:30:00,0,85,0,1,0,3849,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,6,18,25,2,1,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,12,0,0,439.743723731519,0.13644310711443464,0,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 13 Jun,16h 35m,2 stops,No info,14300,2019-06-12,20:00:00,12:35:00,0,995,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,3,2,0,1,2,0,Delhi_Cochin,4537,0,18,0,0,123.49037845981786,0.4858678121188463,1,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781,2019-05-15,08:25:00,20:45:00,0,740,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,1,3,1,0,1,0,Kolkata_Banglore,2871,1,16,0,0,125.38680730924868,0.47851924207638974,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 10 Jun,12h 15m,1 stop,No info,14939,2019-06-09,20:00:00,08:15:00,0,735,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,1,0,1,1,0,Kolkata_Banglore,2871,1,21,1,0,126.23977878754287,0.47528600395425197,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 25 Jun,7h 30m,1 stop,In-flight meal not included,10262,2019-06-24,20:55:00,04:25:00,0,450,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,3,0,0,1,1,0,Delhi_Cochin,4537,0,6,0,1,273.0509479278195,0.219739211511036,1,0
Air India,12/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 13 May,24h,1 stop,No info,6528,2019-05-12,14:35:00,14:35:00,0,1440,1,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,2,2,0,0,1,0,Kolkata_Banglore,2871,1,19,0,0,64.43488708947501,0.9311725791756773,1,0
Air India,1/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6121,2019-05-01,06:10:00,08:55:00,0,165,0,1,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,30,1,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 19 May,8h 55m,2 stops,In-flight meal not included,13029,2019-05-18,19:30:00,04:25:00,0,535,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,3,0,0,1,2,0,Delhi_Cochin,4537,0,13,0,0,229.66902162153042,0.26124550701867616,1,0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,18:50,7h 10m,1 stop,No info,11421,2019-03-27,11:40:00,18:50:00,0,430,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,4,0,1,285.7509920174855,0.20997302433276774,1,0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1 stop,No info,7574,2019-03-27,04:45:00,19:15:00,0,870,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,3,0,0,1,0,Delhi_Cochin,4537,0,4,0,1,141.2332489281825,0.4248291422546696,1,0
Air India,9/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 May,30h 20m,2 stops,No info,11596,2019-05-09,12:55:00,19:15:00,0,1820,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,2,3,0,0,2,0,Delhi_Cochin,4537,0,22,1,0,67.51259701512019,0.8887230332224123,1,0
Jet Airways,24/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 25 May,19h 55m,2 stops,No info,15129,2019-05-24,23:05:00,19:00:00,0,1195,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,3,3,0,1,2,0,Delhi_Cochin,4537,0,7,0,1,102.82253269248432,0.5835296839015289,1,0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 16 Mar,15h,1 stop,No info,13555,2019-03-18,14:05:00,05:05:00,0,900,0,0,1,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,18,12,1,1,1,2,0,0,0,1,0,Banglore_New Delhi,932,0,13,0,0,113.91013902357786,0.5267309873757665,1,0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,5780,2019-04-12,18:55:00,21:50:00,0,175,0,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,12,15,2,1,1,3,3,0,1,0,1,Banglore_Delhi,1265,1,18,0,0,585.8235721212576,0.10241991421195461,1,0
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 13 May,12h 45m,1 stop,No info,9397,2019-05-12,20:20:00,09:05:00,0,765,1,0,0,479,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,3,1,0,1,1,0,Kolkata_Banglore,2871,1,19,0,0,121.28919922724707,0.4946854326870786,1,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 07 Mar,10h 10m,1 stop,No info,17024,2019-03-06,18:15:00,04:25:00,0,610,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,0,0,1,1,0,Delhi_Cochin,4537,0,25,1,0,201.4310271598668,0.29786870893718215,1,0
GoAir,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5281,2019-06-27,07:00:00,12:55:00,0,355,0,1,0,194,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,2,1,0,1,0,Delhi_Cochin,4537,0,3,0,1,346.12091990850354,0.17334982241426172,1,0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,10348,2019-05-18,07:05:00,22:30:00,0,925,1,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,13,0,0,132.83559628920946,0.45168615699490733,1,0
Air India,6/03/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 07 Mar,16h 5m,1 stop,No info,12677,2019-03-06,17:20:00,09:25:00,0,965,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,2,1,0,0,1,0,Delhi_Cochin,4537,0,25,1,0,127.329457582921,0.47121853135144387,1,0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,15:25,01:35 04 Mar,10h 10m,1 stop,No info,15147,2019-03-03,15:25:00,01:35:00,0,610,1,0,1,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,2,0,0,0,1,0,Delhi_Cochin,4537,0,28,1,0,201.4310271598668,0.29786870893718215,1,0
Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668,2019-06-12,07:00:00,09:40:00,0,160,0,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,18,0,0,640.7445320076254,0.09364106442235849,1,0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,15554,2019-05-09,07:05:00,19:00:00,0,715,0,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,22,1,0,171.85024694757868,0.34914119162309054,1,0
SpiceJet,9/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3971,2019-04-09,05:55:00,08:35:00,0,160,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,9,15,2,1,1,0,1,0,0,0,1,Banglore_Delhi,1265,1,21,1,0,640.7445320076254,0.09364106442235849,1,0
Air India,3/05/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,3100,2019-05-03,15:00:00,16:25:00,0,85,0,1,0,1752,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,5,3,18,2,1,1,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,28,1,0,439.743723731519,0.13644310711443464,0,0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 07 May,14h 5m,1 stop,In-flight meal not included,9663,2019-05-06,20:00:00,10:05:00,0,845,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,3,1,0,1,1,0,Kolkata_Banglore,2871,1,25,1,0,109.80619811697517,0.5464172426412829,1,0
Air India,1/03/2019,Delhi,Cochin,DEL → BOM → COK,23:00,19:15 02 Mar,20h 15m,1 stop,No info,27430,2019-03-01,23:00:00,19:15:00,0,1215,0,0,1,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,3,3,0,1,1,0,Delhi_Cochin,4537,0,30,1,0,101.12998071400722,0.5932958710797972,1,0
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,2019-05-12,05:15:00,07:40:00,0,145,1,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,0,1,0,0,0,1,Chennai_Kolkata,381,1,19,0,0,573.1855552915509,0.1046781438333368,1,0
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 22 May,23h 10m,2 stops,No info,10676,2019-05-21,12:00:00,11:10:00,0,1390,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,1,0,0,2,0,Kolkata_Banglore,2871,1,10,0,1,66.75268878334101,0.8988401979542997,1,0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 13 Jun,18h 10m,1 stop,No info,13044,2019-06-12,14:05:00,08:15:00,0,1090,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,2,1,0,0,1,0,Kolkata_Banglore,2871,1,18,0,0,85.12498844848075,0.7048459106260335,1,0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,No info,14388,2019-05-06,20:00:00,12:00:00,0,960,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,3,2,0,1,1,0,Kolkata_Banglore,2871,1,25,1,0,96.65233063421252,0.6207817194504516,1,0
IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,2019-06-24,04:00:00,06:50:00,0,170,0,1,1,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,0,1,0,0,0,1,Banglore_Delhi,1265,1,6,0,1,603.0536771836476,0.0994936309487559,1,0
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,2019-06-03,14:45:00,17:05:00,0,140,0,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,2,2,0,0,0,1,Chennai_Kolkata,381,1,27,1,0,593.656467980535,0.10106855266667002,1,0
Air India,21/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,5932,2019-03-21,11:50:00,19:50:00,0,480,0,1,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,3,1,0,1,0,Banglore_New Delhi,932,0,10,0,1,213.58151066920848,0.2809231932670755,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 16 Jun,16h 55m,1 stop,In-flight meal not included,10262,2019-06-15,11:30:00,04:25:00,0,1015,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,1,0,1,0,Delhi_Cochin,4537,0,15,0,0,121.05707050987071,0.49563399929711455,1,0
Vistara,12/05/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216,2019-05-12,14:40:00,17:50:00,0,190,1,1,0,479,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,2,2,0,0,0,1,Delhi_Cochin,4537,0,19,0,0,646.6996135132566,0.09277877819354853,1,0
